,id,img,label,text,pred_cf_value
73,84510,./data/img/84510.png,1,bartender: how about a nice 12 yr old? him: boy or girl?,1.3292069525050465e-05
74,28690,./data/img/28690.png,0,if you're gonna talk shit about someone... you better make sure they aren't crazier than you are,0.004500822629779577
75,3567,./data/img/03567.png,1,potato is my favorite color of the alphabet,2.585768925200682e-05
76,95830,./data/img/95830.png,1,face of terrorism in us,4.0806145989336073e-05
77,29873,./data/img/29873.png,1,who knew that this country is full of white trash,0.07340586930513382
78,70953,./data/img/70953.png,1,"""god's chosen people"" according to the book they wrote",1.6889154721866362e-05
79,56124,./data/img/56124.png,0,how to cook turkey in usa how to cook turkey in romania,2.536833198973909e-05
80,10386,./data/img/10386.png,1,the book about terrorism,2.0830910216318443e-05
81,19530,./data/img/19530.png,1,they shot the wrong gorilla,0.00028281626873649657
82,94185,./data/img/94185.png,1,how a black woman can fight crime,0.0012703242246061563
83,48370,./data/img/48370.png,1,72 virgins are ready to get fucked up,0.06514231115579605
84,74058,./data/img/74058.png,0,he made millions of children homeless,0.0001751700765453279
85,45062,./data/img/45062.png,0,me and my kids are going to rob this country blind at the expense of the very people that voted for me. and they're going to love it. believe me! bigly!,0.001303245546296239
86,94170,./data/img/94170.png,0,when you decide to go full gas,0.0010938445338979363
87,4538,./data/img/04538.png,0,"bows here, bows there, bows everywhere",4.3127740354975685e-05
88,83946,./data/img/83946.png,1,when a white kid shoots up the school the same day you planned to bomb it,0.0027411216869950294
89,68127,./data/img/68127.png,0,all you guys think about is dope,0.0014492900809273124
90,97453,./data/img/97453.png,0,potato is my favorite color of the alphabet,2.585768925200682e-05
91,39578,./data/img/39578.png,1,one of the bullets they dug out of a victim from the orland gay night club shooting!,0.00014142038708087057
92,49360,./data/img/49360.png,0,who wants ice cream me me me,2.163714452763088e-05
93,87034,./data/img/87034.png,0,you don't need a parachute to go skydiving twice you need a parachute to go skydiving twice,5.6098448112607e-05
94,6123,./data/img/06123.png,1,a group of men,4.454301961231977e-05
95,17028,./data/img/17028.png,1,"feeling bored, let's go to a mosque",2.1236952306935564e-05
96,42903,./data/img/42903.png,0,those stupid basterds thought it was a real shower,0.03452884033322334
97,71680,./data/img/71680.png,1,muslim strip club,0.015680650249123573
98,24135,./data/img/24135.png,0,good night keep your butthole tight,0.00392100540921092
99,32875,./data/img/32875.png,0,if he wears number one he's most likely the fastes on the team,2.26501560973702e-05
100,79085,./data/img/79085.png,1,today we are making vegetable soup,2.2638021619059145e-05
101,61872,./data/img/61872.png,1,don't be a fool it is a bomb,0.00015496773994527757
102,30579,./data/img/30579.png,0,white power!,5.449456148198806e-05
103,62504,./data/img/62504.png,0,we've taken this country! now fuck off! we're taking it back!,0.24287594854831696
104,43810,./data/img/43810.png,1,how to cook turkey in usa how to cook turkey in romania,2.536833198973909e-05
105,19730,./data/img/19730.png,1,jamal is practicing for class sport,1.650133890507277e-05
106,37420,./data/img/37420.png,0,like lebanon terrorism can destroy a beautiful country,0.0006717478972859681
107,82509,./data/img/82509.png,0,72 virgins are ready to get fucked up,0.06514231115579605
108,96284,./data/img/96284.png,1,welcome to melbourne,8.335037273354828e-05
109,97068,./data/img/97068.png,1,these hitler jokes are rude anne frankly i don't care,0.0017795347375795245
110,3214,./data/img/03214.png,0,bartender: how about a nice 12 yr old? him: boy or girl?,1.3292069525050465e-05
111,23810,./data/img/23810.png,1,these aren't people,4.656076998799108e-05
112,91836,./data/img/91836.png,1,one of my 5 boyfriends slept with another girl i'll never trust men again!,8.205161429941654e-05
113,5126,./data/img/05126.png,1,can you smell what the reich is cooking,0.00034310281625948846
114,76092,./data/img/76092.png,0,everybody is afraid of gangs,2.0852176021435298e-05
115,64072,./data/img/64072.png,1,trump said immigrants come here to steal your wife is a great example she stole my speech,0.007877761498093605
116,91058,./data/img/91058.png,0,get in loser we're invading poland,0.0035515320487320423
117,21643,./data/img/21643.png,0,haha pig man is peeing standing up,0.008587385527789593
118,19523,./data/img/19523.png,0,they see them rollin.... they hating..,0.00010572958126431331
119,32691,./data/img/32691.png,1,this is how muslims celebrate new year,2.6464913389645517e-05
120,87169,./data/img/87169.png,1,albanians talking photo with a porn star,3.8439826312242076e-05
121,92738,./data/img/92738.png,1,"they are the best in basketball because they can steal, shoot and run",0.0015680582728236914
122,53027,./data/img/53027.png,0,putting bows on your pet,0.00011275478755123913
123,27195,./data/img/27195.png,0,there's a reason we keep the beer in the bottom of the cooler,2.365145155636128e-05
124,43910,./data/img/43910.png,0,i just started a company selling landmines that look like prayer mats prophets are going through the roof,1.9597426216932945e-05
125,5213,./data/img/05213.png,0,the families of the hillsborough tragedy were denied legal aid.... but shamima begum gets it to fight for her uk citizenship our system is a sick joke! - martin costello,0.0007843314670026302
126,73945,./data/img/73945.png,0,jamal is holding a gun,0.002582754474133253
127,56207,./data/img/56207.png,1,we broke up but she said we could still be cousins,3.2562569685978815e-05
128,68459,./data/img/68459.png,1,family trip in mexico,6.206132093211636e-05
129,63175,./data/img/63175.png,0,"if i was uncircumcised i'd hide candy in my dick skin so when a girl about to suck me up, she has a pleasant surprise.. oh my god, skittles",0.017078744247555733
130,82945,./data/img/82945.png,0,be careful who you call ugly in highschool,0.00010876043961616233
131,34975,./data/img/34975.png,0,what if the only reason mary got pregnant... is because god is gay and needed a surrogate,0.012606690637767315
132,61973,./data/img/61973.png,1,what do alcoholics and necrophiliacs have in common they both love to crack open a cold one.,7.379759335890412e-05
133,16420,./data/img/16420.png,0,abnormal vs normal,2.0293355191824958e-05
134,73069,./data/img/73069.png,1,immigration invasion learn the difference,2.7070800570072606e-05
135,47056,./data/img/47056.png,1,illegal aliens are not welcome,3.771308183786459e-05
136,56428,./data/img/56428.png,0,if the shocker don't rock her spock her,0.010621368885040283
137,54206,./data/img/54206.png,0,you can smell disgust and hate from this photo,0.002303800778463483
138,93172,./data/img/93172.png,0,this is a terrorist,0.0005186600610613823
139,56980,./data/img/56980.png,0,coffee isn't helping get the jumper cables,2.334657074243296e-05
140,79615,./data/img/79615.png,0,what women think men want what men really want,5.695595609722659e-05
141,38047,./data/img/38047.png,0,"""stupid bitch"" is not a race",0.3051900565624237
142,94560,./data/img/94560.png,1,and for my next class project!,2.1248013581498526e-05
143,96250,./data/img/96250.png,0,i'm going home i'm russian,8.652093674754724e-05
144,28951,./data/img/28951.png,0,if the brim of your hat is flat and has a sticker on it i automatically assume you're a complete tool,1.4942969755793456e-05
145,27614,./data/img/27614.png,0,maybe if you think before you act you'd be treated better,4.303829700802453e-05
146,4857,./data/img/04857.png,1,...even the dumb jews know that! trump is a racist.,0.04373996704816818
147,79603,./data/img/79603.png,1,its friday cunts lets get on the gas,0.004379272926598787
148,26985,./data/img/26985.png,1,i just heard my girlfriend is pregnant,1.8212200302514248e-05
149,14873,./data/img/14873.png,1,human dna found in ancient goat carcass scientists believe this is first proof muhammad existed,0.00011744227958843112
150,54893,./data/img/54893.png,0,"old people at weddings always poke me and say ""you're next."" so, i started doing the same thing to them at funerals",1.412497294950299e-05
151,48236,./data/img/48236.png,0,that blood you donated could be in someone's boner right now,0.00034363678423687816
152,74908,./data/img/74908.png,0,she is condemning shooting the gorilla,0.00020079250680282712
153,96472,./data/img/96472.png,1,white power!,5.449456148198806e-05
154,89430,./data/img/89430.png,0,when you know you don't have to jackoff tonight,0.00010800526797538623
155,76921,./data/img/76921.png,1,she probably asked a wrong question,1.8812288544722833e-05
156,68409,./data/img/68409.png,1,for the last time im not michelle obama,1.607353078725282e-05
157,16354,./data/img/16354.png,1,we've taken this country! now fuck off! we're taking it back!,0.24287594854831696
158,69548,./data/img/69548.png,1,"wait, mohammad come back i didn't mean to laugh, really size dosen't matter to me lol",5.833592513226904e-05
159,1456,./data/img/01456.png,1,they see them rollin..... they hating..,9.601145575288683e-05
160,17950,./data/img/17950.png,0,"i was excoriated for a harmless ""tweet"" and ""my show"" was cancelled",2.0078790839761496e-05
161,76295,./data/img/76295.png,0,islamic extremist planning new project,4.7644607548136264e-05
162,42580,./data/img/42580.png,1,jack and jill went up the hill so jack could lick her candy but jack got a shock and a mouthful of cock cause jills real name was randy,0.032924629747867584
163,96180,./data/img/96180.png,1,putting bows on your pet,0.00011275478755123913
164,98701,./data/img/98701.png,1,oh no i can't steal anymore,3.9376925997203216e-05
165,15243,./data/img/15243.png,0,4 am. everyone is asleep perfect time to run from one end of the house to the other at full speed as loudly as possible,2.886000947910361e-05
166,41058,./data/img/41058.png,0,john wilkes booth be like: yall sure abraham lincoln dead? he aint up here,0.00011862632527481765
167,62375,./data/img/62375.png,1,im not saying i'm racist im just saying all muslims are terrorists,0.0029522015247493982
168,63507,./data/img/63507.png,0,evolution from peeling bananas to busting caps,8.514124056091532e-05
169,31208,./data/img/31208.png,1,maybe if we weren't consistent sources of crime we'd be treated better,3.383204239071347e-05
170,62319,./data/img/62319.png,1,"america in 2045 ""grandpa...why didn't you stop them?!""",3.403731170692481e-05
171,68253,./data/img/68253.png,1,free blanket maybe white man not so bad after all,3.948812445742078e-05
172,34687,./data/img/34687.png,1,everyone is afraid of dark,2.5027877200045623e-05
173,34209,./data/img/34209.png,0,how about a nice 12 yr old? bartender: him: boy i would love that,1.1263839041930623e-05
174,39827,./data/img/39827.png,1,kick them out of country,0.0005993267404846847
175,46920,./data/img/46920.png,1,we want sharia law !! well.... go home,3.5419663618085906e-05
176,84273,./data/img/84273.png,0,when you're the reason for the company safety video,1.7839607608038932e-05
177,39018,./data/img/39018.png,0,"she said ""i want a ring"" i said ""bitch take your phone off silent!""",0.1665860265493393
178,54780,./data/img/54780.png,1,travel size coffee maker,2.2244465071707964e-05
179,69150,./data/img/69150.png,1,"""white privilege the privilege of being called ""racist"" by other people who see nothing else about you except the color of your skin",0.00021247689437586814
180,29843,./data/img/29843.png,0,the world's most wanted terrorist obama bin lying,0.002220155205577612
181,19385,./data/img/19385.png,0,rose's are red violet's are blue little stupid ass bitch i ain't fuckin witchu,0.756484866142273
182,64510,./data/img/64510.png,0,mohammad won the contest in putting underwear on goats,0.0001753028918756172
183,47103,./data/img/47103.png,0,maybe we weren't consistent sources of crime we'd be treated better,2.8336009563645348e-05
184,61038,./data/img/61038.png,0,no wonder why the pipes are not working,1.6413870980613865e-05
185,71620,./data/img/71620.png,1,we are returning our broken coffee maker,0.0001108648139052093
186,91602,./data/img/91602.png,0,upper downer,0.00012873100058641285
187,30145,./data/img/30145.png,0,"before my presidency, there was no isis. there was no caliphate there was no blm. there was no antifa. there was no war on police i built that",2.8877022486994974e-05
188,91756,./data/img/91756.png,1,abnormal vs normal,2.0293355191824958e-05
189,63745,./data/img/63745.png,1,we could destroy all of them but we let some of them survive so you know why we did it,4.7829926188569516e-05
190,47162,./data/img/47162.png,1,what do these two have in common? they both are good at sucking they both come with a bag,0.003768289228901267
191,59806,./data/img/59806.png,0,"on tuesday, november 3, 2020, we make america great again  by voting this nightmare out of office!",4.145777347730473e-05
192,7135,./data/img/07135.png,1,this is the greatest news manufacturing in 20th century,3.044106051675044e-05
193,35497,./data/img/35497.png,0,"old people at weddings always poke me and say ""you're next."" so, i started doing the same thing to them at funerals",1.412497294950299e-05
194,84362,./data/img/84362.png,0,unleash the inner beast on the field,4.3699979869415984e-05
195,84015,./data/img/84015.png,1,my irony meter just exploded,1.922094998008106e-05
196,87251,./data/img/87251.png,0,i love apes they are both ugly and cute,0.003997956868261099
197,82590,./data/img/82590.png,1,burning them was a great public service,7.839780300855637e-05
198,59738,./data/img/59738.png,1,what's the difference between a refugee and e.t e.t learned english and wanted to go home,2.5475706934230402e-05
199,35470,./data/img/35470.png,0,can you smell what the reigh is cooking,0.00014790896966587752
200,72061,./data/img/72061.png,1,i like my rice crispy please,3.8662063161609694e-05
201,3524,./data/img/03524.png,1,terrorist can come to this country way to easy,2.295004014740698e-05
202,86170,./data/img/86170.png,1,how to keep the thefts out,3.278757867519744e-05
203,50841,./data/img/50841.png,0,give them what they deserve kill them all,0.03036545217037201
204,46087,./data/img/46087.png,0,give that man a suicide,0.0020831353031098843
205,42058,./data/img/42058.png,0,for lunch vlad the impaler loved turkey,0.0003676512569654733
206,1967,./data/img/01967.png,0,when you decide to stop racism by burning its symbol,9.072752436622977e-05
207,54930,./data/img/54930.png,1,not all muslims are isis! some are al-qaida the rest are taliban,0.003233186900615692
208,38076,./data/img/38076.png,1,"""he's a squirter"" doesn't sound as sexy when you are gay",0.10095734149217606
209,38910,./data/img/38910.png,1,oh boy i sure love being muslim in the new zealand city of christchurch on march 15,0.0006094829877838492
210,6723,./data/img/06723.png,1,the hardest part to eat in a vegetable,5.423001493909396e-05
211,2157,./data/img/02157.png,1,"mohammed i'm pregnant.... don't sass me, you know it's funny! ~cupcakes",5.2711053285747766e-05
212,62948,./data/img/62948.png,1,"black lives matter >""how"",""why""and ""to whom"" is unclear",2.8746564566972665e-05
213,21075,./data/img/21075.png,0,size of a shuttle bus legroom of a pinto,1.7344671505270526e-05
214,73601,./data/img/73601.png,1,when you are white and stole your first bike,0.0003113217244390398
215,32579,./data/img/32579.png,0,come to the dark side we have weed,0.0006643016822636127
216,21567,./data/img/21567.png,1,our dad is a potato farmer,0.00023946895089466125
217,1765,./data/img/01765.png,1,"after a girl dies, what organ in her body stays warm? my dick",0.12245578318834305
218,53172,./data/img/53172.png,0,straight outta the oven step one :turn on the gas,4.0932660340331495e-05
219,32568,./data/img/32568.png,1,america taught us how to be happy slaves the same way school teach us how to be happy employees,3.11040785163641e-05
220,1742,./data/img/01742.png,0,in just one hour from now i'll only have 4 hours left until i have to work a mere 3 hours,2.0222936655045487e-05
221,56098,./data/img/56098.png,1,"i said ""a glass of juice"".",3.844220918836072e-05
222,78612,./data/img/78612.png,0,go see fifty shades darker in theaters alone and throw mayonnaise at couples in the dark,2.5046740120160393e-05
223,34018,./data/img/34018.png,1,fuck the catholics fuck the catholic church fuck the pope,0.9264141917228699
224,53609,./data/img/53609.png,0,"when your friend insists on paying for dinner but you still want to contribute - just the tip, come on... let me",1.9210250684409402e-05
225,89362,./data/img/89362.png,1,has extra chromosome probably stole it,3.3783486287575215e-05
226,80426,./data/img/80426.png,1,a talking ape,5.574616079684347e-05
227,83045,./data/img/83045.png,1,"so much trash, we need a garbage collector",0.0007297619595192373
228,61503,./data/img/61503.png,0,someone else used kids to push an agenda,3.7362377042882144e-05
229,41890,./data/img/41890.png,1,house of pedophile,0.003544414648786187
230,52091,./data/img/52091.png,1,"women ask for equal rights, so i give them equal lefts aswell",3.898301292792894e-05
231,24396,./data/img/24396.png,1,"so like, why are men even gay? girls have buttholes too you know.",0.02443191409111023
232,72168,./data/img/72168.png,1,upper downer,0.00012873100058641285
233,85761,./data/img/85761.png,1,no wonder why the pipes are not working,1.6413870980613865e-05
234,35719,./data/img/35719.png,0,jamal is practicing for class sport,1.650133890507277e-05
235,90256,./data/img/90256.png,1,"whenever you feel stupid, remember there are people who throw stones at a wall! aiming for an invisible devil, told by an invisible god for an invisible heaven!",0.000794036197476089
236,20984,./data/img/20984.png,0,when you are white and stole your first bike,0.0003113217244390398
237,95086,./data/img/95086.png,1,novaky concentration camp these jews can claim holocaust pensions,0.037098608911037445
238,49028,./data/img/49028.png,0,i finally found my girlfriends g-spot turns out it was in her sister the whole time,1.3249974472273607e-05
239,18356,./data/img/18356.png,0,i took a shower this morning,1.4003991964273155e-05
240,52634,./data/img/52634.png,0,the secret to a successful marriage is to keep his stomach full and his balls empty,0.001786152832210064
241,80512,./data/img/80512.png,1,"you can make jokes about anything, just not illegals that's crossing the border",2.135549766535405e-05
242,62703,./data/img/62703.png,0,they shot the wrong gorilla,0.00028281626873649657
243,95176,./data/img/95176.png,0,notice how the kenyan skidmark has been silent about the mueller report?,2.142507946700789e-05
244,27384,./data/img/27384.png,0,that face you make when you're a bully and just got beat up by a girl,0.0045595490373671055
245,82437,./data/img/82437.png,1,we should learn from ocean how to treat refugees,3.946775905205868e-05
246,26943,./data/img/26943.png,1,my incesters built this country!!!!,0.001263438374735415
247,9152,./data/img/09152.png,0,"i don't have ex's. i have y's. like, ""y the hell did i date you?!?""",0.00014087193994782865
248,7429,./data/img/07429.png,1,i'm about to have my 5th abortion fuck you batman i'm the real crime fighter,0.04381576180458069
249,75639,./data/img/75639.png,1,changing every single country it touches,1.814143979572691e-05
250,46812,./data/img/46812.png,0,goat meat is very popular in islamic countries,0.00010530146391829476
251,63827,./data/img/63827.png,1,teacher of the year for black community,9.962945478037e-05
252,41276,./data/img/41276.png,1,evolution from peeling bananas to busting caps,8.514124056091532e-05
253,56413,./data/img/56413.png,1,feeling cute might shoot a darkie later idk,4.589817035594024e-05
254,69512,./data/img/69512.png,0,happy birthday you sexy beast,0.00011940337572013959
255,43175,./data/img/43175.png,1,when was the last time you saw so many mentally ill people on the streat,0.00040987427928484976
256,54129,./data/img/54129.png,0,dump pipe to the ocean,0.0004212906351312995
257,23645,./data/img/23645.png,1,what do they have in common? you enjoy pushing them down the stairs,1.695253922662232e-05
258,89425,./data/img/89425.png,1,hello chocolate paradise princess i'm albert,2.76306236628443e-05
259,16923,./data/img/16923.png,1,do you like goat anus? smell my finger,0.019433096051216125
260,4769,./data/img/04769.png,1,"if she's pouting like this and you don't immediately drop the argument , motherfucker you gay",0.9670079350471497
261,69815,./data/img/69815.png,0,thank you for allowing me into your country now we need to talk about the things that need to change around here to accommodate my beliefs,4.274669481674209e-05
262,91468,./data/img/91468.png,0,"you want a whore? buy one. you want a queen? earn her. you want a nickel bag? fifteen bucks, little man",0.008442724123597145
263,52104,./data/img/52104.png,0,"lebanon: before islam after islam but don't worry! after islam takes over, there'll be a golden age... apparently",2.496563502063509e-05
264,52031,./data/img/52031.png,0,theriously?? that's methed up!,1.6818883523228578e-05
265,8795,./data/img/08795.png,0,when you are white and working in oil field,0.00022354353859554976
266,50317,./data/img/50317.png,1,what in the hell is wrong with america voting towel heads into congress,0.00031560956267639995
267,73914,./data/img/73914.png,1,be careful who you call ugly in highschool,0.00010876043961616233
268,3197,./data/img/03197.png,1,i'm no bird expert but i'm guessing it's 4 females and 1 male,6.516567373182625e-05
269,49621,./data/img/49621.png,0,"wait, mohammad come back i didn't mean to laugh, really size dosen't matter to me lol",5.833592513226904e-05
270,68530,./data/img/68530.png,1,a fast sandwich maker,2.0014078472740948e-05
271,98547,./data/img/98547.png,0,waves mexican flag doesn't want to live in mexico,6.262987881200388e-05
272,3519,./data/img/03519.png,1,i'm going home i'm russian,8.652093674754724e-05
273,43698,./data/img/43698.png,0,don't be late for work get the protestor plow,2.9521401302190498e-05
274,84756,./data/img/84756.png,1,when you ask the kid that misses class a lot why he is bald and he starts crying all right. then keep vour secrets,1.8379629182163626e-05
275,93051,./data/img/93051.png,0,and for my next class project!,2.1248013581498526e-05
276,68257,./data/img/68257.png,0,everyone is afraid of dark,2.5027877200045623e-05
277,12834,./data/img/12834.png,1,"in west philadelphia, born and raised in the anus is where i got most of my aids",0.023973045870661736
278,57208,./data/img/57208.png,0,i had potato for lunch,7.933055894682184e-05
279,26439,./data/img/26439.png,0,parental opioid use has negative effect on children's intelligence,0.00015036265540402383
280,53769,./data/img/53769.png,0,in 1979 jimmy carter created the department of education since then the u.s. has gone from 1st to 17th in education,7.857863238314167e-05
281,28406,./data/img/28406.png,0,when she gives you that look,2.6013682145276107e-05
282,53418,./data/img/53418.png,0,a real man loads the dishwasher every night,2.577270606707316e-05
283,10785,./data/img/10785.png,1,"time to put the ""panic"" back in hispanic",4.39303730672691e-05
284,84302,./data/img/84302.png,0,why do we share more when these people are hurt but not these people,1.3292170478962362e-05
285,76015,./data/img/76015.png,0,everyone celebrates christmas !,4.673871444538236e-05
286,34189,./data/img/34189.png,0,fight for what you believe in fight for the future,3.219543577870354e-05
287,52079,./data/img/52079.png,0,just bought a house! now we're house-poor,1.2166390661150217e-05
288,63987,./data/img/63987.png,0,the migrant caravan arrives!,4.253946462995373e-05
289,73526,./data/img/73526.png,0,"if she's still making noises, you didn't hit her hard enough",1.6089757991721854e-05
290,2145,./data/img/02145.png,0,"and then i asked mom, what's for dinner?",3.0123115720925853e-05
291,84102,./data/img/84102.png,0,the definition of utter disgust in plain black and white,0.0005186049384064972
292,32981,./data/img/32981.png,0,the latest and greatest. a truck that comes with a dishwasher!,1.96866640180815e-05
293,73605,./data/img/73605.png,0,no matter what smile,2.6592873837216757e-05
294,7382,./data/img/07382.png,1,wouldn't be the last time those people used the oven this way,3.7773621443193406e-05
295,64071,./data/img/64071.png,0,when you have someone to help and take care of you what could happen if you didn't,3.568771717255004e-05
296,80912,./data/img/80912.png,0,mr obama it is an honor,3.5107954317936674e-05
297,84762,./data/img/84762.png,1,do you know how to turn your dishwasher into a snowblower? throw em a shovel,0.0002474724897183478
298,39076,./data/img/39076.png,0,playing with the monkeys in thailand,0.0025923424400389194
299,85679,./data/img/85679.png,1,mr obama it is an honor,3.5107954317936674e-05
300,38095,./data/img/38095.png,0,haters will say it's photoshop,0.0031855194829404354
